movement_id,document_id,event_time,movement_type,sku,batch_id,location_id,quantity,order_line_id,receipt_id
M003503,D003503,2026-08-18 14:00:00,ISSUE,SKU001,B0163,L001,4,O03336,
M003504,D003504,2026-08-18 14:00:00,ISSUE,SKU002,B0183,L002,1,O03337,
M003505,D003505,2026-08-18 14:00:00,ISSUE,SKU003,B0184,L003,3,O03338,
M003506,D003506,2026-08-18 14:00:00,ISSUE,SKU004,B0155,L004,4,O03339,
M003507,D003507,2026-08-18 14:00:00,ISSUE,SKU005,B0186,L005,4,O03340,
M003508,D003508,2026-08-18 14:00:00,ISSUE,SKU009,B0009,L009,2,O03341,
M003509,D003509,2026-08-18 14:00:00,ISSUE,SKU009,B0189,L009,1,O03341,
M003510,D003510,2026-08-18 14:00:00,ISSUE,SKU013,B0115,L013,4,O03342,
M003511,D003511,2026-08-18 14:00:00,ISSUE,SKU018,B0117,L018,1,O03343,
M003512,D003512,2026-08-18 14:00:00,ISSUE,SKU026,B0136,L026,1,O03344,
M003513,D003513,2026-08-18 14:00:00,ISSUE,SKU028,B0121,L028,1,O03345,
M003514,D003514,2026-08-19 14:00:00,ISSUE,SKU002,B0183,L002,1,O03346,
M003515,D003515,2026-08-19 14:00:00,ISSUE,SKU003,B0184,L003,2,O03347,
M003516,D003516,2026-08-19 14:00:00,ISSUE,SKU006,B0187,L006,2,O03348,
M003517,D003517,2026-08-19 14:00:00,ISSUE,SKU009,B0189,L009,2,O03349,
M003518,D003518,2026-08-19 14:00:00,ISSUE,SKU017,B0132,L017,2,O03350,
M003519,D003519,2026-08-19 14:00:00,ISSUE,SKU021,B0148,L021,2,O03351,
M003520,D003520,2026-08-19 14:00:00,ISSUE,SKU022,B0162,L022,2,O03352,
M003521,D003521,2026-08-19 14:00:00,ISSUE,SKU025,B0135,L025,4,O03353,
M003522,D003522,2026-08-19 14:00:00,ISSUE,SKU002,B0183,L002,4,O03354,
M003523,D003523,2026-08-19 14:00:00,ISSUE,SKU003,B0184,L003,5,O03355,
M003524,D003524,2026-08-19 14:00:00,ISSUE,SKU004,B0155,L004,1,O03356,
M003525,D003525,2026-08-19 14:00:00,ISSUE,SKU008,B0086,L008,1,O03357,
M003526,D003526,2026-08-19 14:00:00,ISSUE,SKU009,B0189,L009,2,O03358,
M003527,D003527,2026-08-19 14:00:00,ISSUE,SKU011,B0066,L011,3,O03359,
M003528,D003528,2026-08-19 14:00:00,ISSUE,SKU012,B0171,L012,1,O03360,
M003529,D003529,2026-08-19 14:00:00,ISSUE,SKU015,B0146,L015,4,O03361,
M003530,D003530,2026-08-19 14:00:00,ISSUE,SKU017,B0132,L017,2,O03362,
M003531,D003531,2026-08-19 14:00:00,ISSUE,SKU018,B0117,L018,3,O03363,
M003532,D003532,2026-08-19 14:00:00,ISSUE,SKU020,B0177,L020,3,O03364,
M003533,D003533,2026-08-19 14:00:00,ISSUE,SKU026,B0136,L026,1,O03365,
M003534,D003534,2026-08-19 14:00:00,ISSUE,SKU004,B0155,L004,3,O03366,
M003535,D003535,2026-08-19 14:00:00,ISSUE,SKU004,B0185,L004,3,O03366,
M003536,D003536,2026-08-19 14:00:00,ISSUE,SKU005,B0186,L005,1,O03367,
M003537,D003537,2026-08-19 14:00:00,ISSUE,SKU006,B0187,L006,1,O03368,
M003538,D003538,2026-08-19 14:00:00,ISSUE,SKU009,B0189,L009,4,O03369,
M003539,D003539,2026-08-19 14:00:00,ISSUE,SKU016,B0173,L016,6,O03370,
M003540,D003540,2026-08-19 14:00:00,ISSUE,SKU017,B0132,L017,6,O03371,
M003541,D003541,2026-08-19 14:00:00,ISSUE,SKU019,B0176,L019,2,O03372,
M003542,D003542,2026-08-19 14:00:00,ISSUE,SKU021,B0148,L021,2,O03373,
M003543,D003543,2026-08-19 14:00:00,ISSUE,SKU025,B0135,L025,4,O03374,
M003544,D003544,2026-08-19 14:00:00,ISSUE,SKU001,B0163,L001,7,O03375,
M003545,D003545,2026-08-19 14:00:00,ISSUE,SKU003,B0184,L003,1,O03376,
M003546,D003546,2026-08-19 14:00:00,ISSUE,SKU004,B0185,L004,3,O03377,
M003547,D003547,2026-08-19 14:00:00,ISSUE,SKU014,B0103,L014,1,O03378,
M003548,D003548,2026-08-19 14:00:00,ISSUE,SKU019,B0176,L019,6,O03379,
M003549,D003549,2026-08-19 14:00:00,ISSUE,SKU021,B0148,L021,6,O03380,
M003550,D003550,2026-08-19 14:00:00,ISSUE,SKU023,B0149,L023,3,O03381,
M003551,D003551,2026-08-19 14:00:00,ISSUE,SKU027,B0137,L027,4,O03382,
M003552,D003552,2026-08-19 14:00:00,ISSUE,SKU001,B0163,L001,1,O03383,
M003553,D003553,2026-08-19 14:00:00,ISSUE,SKU003,B0184,L003,2,O03384,
M003554,D003554,2026-08-19 14:00:00,ISSUE,SKU004,B0185,L004,1,O03385,
M003555,D003555,2026-08-19 14:00:00,ISSUE,SKU005,B0186,L005,1,O03386,
M003556,D003556,2026-08-19 14:00:00,ISSUE,SKU006,B0187,L006,1,O03387,
M003557,D003557,2026-08-19 14:00:00,ISSUE,SKU008,B0086,L008,4,O03388,
M003558,D003558,2026-08-19 14:00:00,ISSUE,SKU018,B0117,L018,2,O03389,
M003559,D003559,2026-08-19 14:00:00,ISSUE,SKU019,B0176,L019,4,O03390,
M003560,D003560,2026-08-19 14:00:00,ISSUE,SKU023,B0149,L023,1,O03391,
M003561,D003561,2026-08-19 14:00:00,ISSUE,SKU026,B0136,L026,2,O03392,
M003562,D003562,2026-08-19 14:00:00,ISSUE,SKU028,B0121,L028,1,O03393,
M003563,D003563,2026-08-20 14:00:00,ISSUE,SKU001,B0163,L001,1,O03394,
M003564,D003564,2026-08-20 14:00:00,ISSUE,SKU002,B0183,L002,2,O03395,
M003565,D003565,2026-08-20 14:00:00,ISSUE,SKU003,B0184,L003,1,O03396,
M003566,D003566,2026-08-20 14:00:00,ISSUE,SKU005,B0186,L005,2,O03397,
M003567,D003567,2026-08-20 14:00:00,ISSUE,SKU006,B0187,L006,4,O03398,
M003568,D003568,2026-08-20 14:00:00,ISSUE,SKU014,B0103,L014,2,O03399,
M003569,D003569,2026-08-20 14:00:00,ISSUE,SKU016,B0173,L016,2,O03400,
M003570,D003570,2026-08-20 14:00:00,ISSUE,SKU018,B0117,L018,2,O03401,
M003571,D003571,2026-08-20 14:00:00,ISSUE,SKU021,B0148,L021,2,O03402,
M003572,D003572,2026-08-20 14:00:00,ISSUE,SKU025,B0135,L025,1,O03403,
M003573,D003573,2026-08-20 14:00:00,ISSUE,SKU027,B0137,L027,4,O03404,
M003574,D003574,2026-08-20 14:00:00,ISSUE,SKU028,B0121,L028,1,O03405,
M003575,D003575,2026-08-20 14:00:00,ISSUE,SKU028,B0151,L028,3,O03405,
M003576,D003576,2026-08-20 14:00:00,ISSUE,SKU001,B0163,L001,2,O03406,
M003577,D003577,2026-08-20 14:00:00,ISSUE,SKU002,B0183,L002,5,O03407,
M003578,D003578,2026-08-20 14:00:00,ISSUE,SKU005,B0186,L005,2,O03408,
M003579,D003579,2026-08-20 14:00:00,ISSUE,SKU006,B0187,L006,5,O03409,
M003580,D003580,2026-08-20 14:00:00,ISSUE,SKU014,B0103,L014,5,O03410,
M003581,D003581,2026-08-20 14:00:00,ISSUE,SKU016,B0173,L016,1,O03411,
M003582,D003582,2026-08-20 14:00:00,ISSUE,SKU019,B0176,L019,3,O03412,
M003583,D003583,2026-08-20 14:00:00,ISSUE,SKU023,B0149,L023,4,O03413,
M003584,D003584,2026-08-20 14:00:00,ISSUE,SKU026,B0136,L026,1,O03414,
M003585,D003585,2026-08-20 14:00:00,ISSUE,SKU027,B0137,L027,2,O03415,
M003586,D003586,2026-08-20 14:00:00,ISSUE,SKU027,B0150,L027,2,O03415,
M003587,D003587,2026-08-20 14:00:00,ISSUE,SKU028,B0151,L028,3,O03416,
M003588,D003588,2026-08-20 14:00:00,ISSUE,SKU002,B0183,L002,6,O03417,
M003589,D003589,2026-08-20 14:00:00,ISSUE,SKU003,B0184,L003,2,O03418,
M003590,D003590,2026-08-20 14:00:00,ISSUE,SKU005,B0186,L005,5,O03419,
M003591,D003591,2026-08-20 14:00:00,ISSUE,SKU008,B0086,L008,5,O03420,
M003592,D003592,2026-08-20 14:00:00,ISSUE,SKU012,B0171,L012,6,O03421,
M003593,D003593,2026-08-20 14:00:00,ISSUE,SKU013,B0115,L013,5,O03422,
M003594,D003594,2026-08-20 14:00:00,ISSUE,SKU014,B0103,L014,5,O03423,
M003595,D003595,2026-08-20 14:00:00,ISSUE,SKU022,B0162,L022,2,O03424,
M003596,D003596,2026-08-20 14:00:00,ISSUE,SKU023,B0149,L023,2,O03425,
M003597,D003597,2026-08-20 14:00:00,ISSUE,SKU002,B0183,L002,4,O03426,
M003598,D003598,2026-08-20 14:00:00,ISSUE,SKU011,B0066,L011,4,O03427,
M003599,D003599,2026-08-20 14:00:00,ISSUE,SKU015,B0146,L015,6,O03428,
M003600,D003600,2026-08-20 14:00:00,ISSUE,SKU021,B0148,L021,6,O03429,
M003601,D003601,2026-08-20 14:00:00,ISSUE,SKU001,B0163,L001,1,O03430,
M003602,D003602,2026-08-20 14:00:00,ISSUE,SKU001,B0182,L001,1,O03430,
M003603,D003603,2026-08-20 14:00:00,ISSUE,SKU003,B0184,L003,1,O03431,
M003604,D003604,2026-08-20 14:00:00,ISSUE,SKU004,B0185,L004,4,O03432,
M003605,D003605,2026-08-20 14:00:00,ISSUE,SKU005,B0186,L005,4,O03433,
M003606,D003606,2026-08-20 14:00:00,ISSUE,SKU009,B0189,L009,3,O03434,
M003607,D003607,2026-08-20 14:00:00,ISSUE,SKU011,B0066,L011,4,O03435,
M003608,D003608,2026-08-20 14:00:00,ISSUE,SKU016,B0173,L016,3,O03436,
M003609,D003609,2026-08-20 14:00:00,ISSUE,SKU017,B0132,L017,3,O03437,
M003610,D003610,2026-08-20 14:00:00,ISSUE,SKU024,B0107,L024,1,O03438,
M003611,D003611,2026-08-20 14:00:00,ISSUE,SKU025,B0135,L025,4,O03439,
M003612,D003612,2026-08-20 14:00:00,ISSUE,SKU026,B0136,L026,3,O03440,
M003613,D003613,2026-08-20 14:00:00,ISSUE,SKU028,B0151,L028,1,O03441,
M003614,D003614,2026-08-21 14:00:00,ISSUE,SKU001,B0182,L001,4,O03442,
M003615,D003615,2026-08-21 14:00:00,ISSUE,SKU003,B0184,L003,1,O03443,
M003616,D003616,2026-08-21 14:00:00,ISSUE,SKU005,B0186,L005,2,O03444,
M003617,D003617,2026-08-21 14:00:00,ISSUE,SKU006,B0187,L006,2,O03445,
M003618,D003618,2026-08-21 14:00:00,ISSUE,SKU014,B0103,L014,4,O03446,
M003619,D003619,2026-08-21 14:00:00,ISSUE,SKU016,B0173,L016,1,O03447,
M003620,D003620,2026-08-21 14:00:00,ISSUE,SKU017,B0132,L017,1,O03448,
M003621,D003621,2026-08-21 14:00:00,ISSUE,SKU022,B0162,L022,3,O03449,
M003622,D003622,2026-08-21 14:00:00,ISSUE,SKU024,B0107,L024,2,O03450,
M003623,D003623,2026-08-21 14:00:00,ISSUE,SKU002,B0183,L002,4,O03451,
M003624,D003624,2026-08-21 14:00:00,ISSUE,SKU003,B0184,L003,4,O03452,
M003625,D003625,2026-08-21 14:00:00,ISSUE,SKU004,B0185,L004,3,O03453,
M003626,D003626,2026-08-21 14:00:00,ISSUE,SKU005,B0186,L005,5,O03454,
M003627,D003627,2026-08-21 14:00:00,ISSUE,SKU009,B0189,L009,1,O03455,
M003628,D003628,2026-08-21 14:00:00,ISSUE,SKU001,B0182,L001,5,O03456,
M003629,D003629,2026-08-21 14:00:00,ISSUE,SKU003,B0184,L003,2,O03457,
M003630,D003630,2026-08-21 14:00:00,ISSUE,SKU004,B0185,L004,1,O03458,
M003631,D003631,2026-08-21 14:00:00,ISSUE,SKU005,B0186,L005,5,O03459,
M003632,D003632,2026-08-21 14:00:00,ISSUE,SKU006,B0187,L006,4,O03460,
M003633,D003633,2026-08-21 14:00:00,ISSUE,SKU007,B0127,L007,6,O03461,
M003634,D003634,2026-08-21 14:00:00,ISSUE,SKU008,B0086,L008,4,O03462,
M003635,D003635,2026-08-21 14:00:00,ISSUE,SKU015,B0146,L015,2,O03463,
M003636,D003636,2026-08-21 14:00:00,ISSUE,SKU018,B0117,L018,6,O03464,
M003637,D003637,2026-08-21 14:00:00,ISSUE,SKU004,B0185,L004,7,O03465,
M003638,D003638,2026-08-21 14:00:00,ISSUE,SKU006,B0187,L006,6,O03466,
M003639,D003639,2026-08-21 14:00:00,ISSUE,SKU009,B0189,L009,4,O03467,
M003640,D003640,2026-08-21 14:00:00,ISSUE,SKU018,B0117,L018,3,O03468,
M003641,D003641,2026-08-21 14:00:00,ISSUE,SKU026,B0136,L026,1,O03469,
M003642,D003642,2026-08-21 14:00:00,ISSUE,SKU028,B0151,L028,1,O03470,
M003643,D003643,2026-08-21 14:00:00,ISSUE,SKU002,B0183,L002,2,O03471,
M003644,D003644,2026-08-21 14:00:00,ISSUE,SKU004,B0185,L004,4,O03472,
M003645,D003645,2026-08-21 14:00:00,ISSUE,SKU005,B0186,L005,4,O03473,
M003646,D003646,2026-08-21 14:00:00,ISSUE,SKU008,B0086,L008,2,O03474,
M003647,D003647,2026-08-21 14:00:00,ISSUE,SKU013,B0115,L013,4,O03475,
M003648,D003648,2026-08-21 14:00:00,ISSUE,SKU016,B0173,L016,3,O03476,
M003649,D003649,2026-08-21 14:00:00,ISSUE,SKU017,B0132,L017,4,O03477,
M003650,D003650,2026-08-21 14:00:00,ISSUE,SKU018,B0117,L018,4,O03478,
M003651,D003651,2026-08-21 14:00:00,ISSUE,SKU021,B0148,L021,4,O03479,
M003652,D003652,2026-08-21 14:00:00,ISSUE,SKU026,B0136,L026,2,O03480,
M003653,D003653,2026-08-21 14:00:00,ISSUE,SKU027,B0150,L027,1,O03481,
M003654,D003654,2026-08-22 14:00:00,ISSUE,SKU002,B0183,L002,3,O03482,
M003655,D003655,2026-08-22 14:00:00,ISSUE,SKU004,B0185,L004,4,O03483,
M003656,D003656,2026-08-22 14:00:00,ISSUE,SKU005,B0186,L005,2,O03484,
M003657,D003657,2026-08-22 14:00:00,ISSUE,SKU006,B0187,L006,5,O03485,
M003658,D003658,2026-08-22 14:00:00,ISSUE,SKU014,B0103,L014,1,O03486,
M003659,D003659,2026-08-22 14:00:00,ISSUE,SKU022,B0162,L022,1,O03487,
M003660,D003660,2026-08-22 14:00:00,ISSUE,SKU023,B0149,L023,1,O03488,
M003661,D003661,2026-08-22 14:00:00,ISSUE,SKU026,B0136,L026,5,O03489,
M003662,D003662,2026-08-22 14:00:00,ISSUE,SKU003,B0184,L003,5,O03490,
M003663,D003663,2026-08-22 14:00:00,ISSUE,SKU005,B0186,L005,6,O03491,
M003664,D003664,2026-08-22 14:00:00,ISSUE,SKU009,B0189,L009,5,O03492,
M003665,D003665,2026-08-22 14:00:00,ISSUE,SKU012,B0171,L012,3,O03493,
M003666,D003666,2026-08-22 14:00:00,ISSUE,SKU016,B0173,L016,5,O03494,
M003667,D003667,2026-08-22 14:00:00,ISSUE,SKU018,B0117,L018,6,O03495,
M003668,D003668,2026-08-22 14:00:00,ISSUE,SKU022,B0162,L022,5,O03496,
M003669,D003669,2026-08-22 14:00:00,ISSUE,SKU024,B0134,L024,3,O03497,
M003670,D003670,2026-08-22 14:00:00,ISSUE,SKU027,B0150,L027,1,O03498,
M003671,D003671,2026-08-22 14:00:00,ISSUE,SKU001,B0182,L001,8,O03499,
M003672,D003672,2026-08-22 14:00:00,ISSUE,SKU002,B0183,L002,8,O03500,
M003673,D003673,2026-08-22 14:00:00,ISSUE,SKU003,B0184,L003,8,O03501,
M003674,D003674,2026-08-22 14:00:00,ISSUE,SKU004,B0185,L004,3,O03502,
M003675,D003675,2026-08-22 14:00:00,ISSUE,SKU006,B0187,L006,3,O03503,
M003676,D003676,2026-08-22 14:00:00,ISSUE,SKU007,B0127,L007,3,O03504,
M003677,D003677,2026-08-22 14:00:00,ISSUE,SKU013,B0115,L013,8,O03505,
M003678,D003678,2026-08-22 14:00:00,ISSUE,SKU014,B0103,L014,2,O03506,
M003679,D003679,2026-08-22 14:00:00,ISSUE,SKU014,B0190,L014,6,O03506,
M003680,D003680,2026-08-22 14:00:00,ISSUE,SKU018,B0117,L018,5,O03507,
M003681,D003681,2026-08-22 14:00:00,ISSUE,SKU020,B0177,L020,3,O03508,
M003682,D003682,2026-08-22 14:00:00,ISSUE,SKU022,B0162,L022,6,O03509,
M003683,D003683,2026-08-22 14:00:00,ISSUE,SKU023,B0149,L023,6,O03510,
M003684,D003684,2026-08-22 14:00:00,ISSUE,SKU026,B0136,L026,5,O03511,
M003685,D003685,2026-08-22 14:00:00,ISSUE,SKU028,B0151,L028,8,O03512,
M003686,D003686,2026-08-22 14:00:00,ISSUE,SKU001,B0182,L001,4,O03513,
M003687,D003687,2026-08-22 14:00:00,ISSUE,SKU007,B0127,L007,7,O03514,
M003688,D003688,2026-08-22 14:00:00,ISSUE,SKU007,B0114,L007,2,O03514,
M003689,D003689,2026-08-22 14:00:00,ISSUE,SKU008,B0086,L008,4,O03515,
M003690,D003690,2026-08-22 14:00:00,ISSUE,SKU011,B0066,L011,2,O03516,
M003691,D003691,2026-08-22 14:00:00,ISSUE,SKU015,B0146,L015,5,O03517,
M003692,D003692,2026-08-22 14:00:00,ISSUE,SKU021,B0148,L021,2,O03518,
M003693,D003693,2026-08-22 14:00:00,ISSUE,SKU026,B0136,L026,2,O03519,
M003694,D003694,2026-08-22 14:00:00,ISSUE,SKU001,B0182,L001,4,O03520,
M003695,D003695,2026-08-22 14:00:00,ISSUE,SKU002,B0183,L002,4,O03521,
M003696,D003696,2026-08-22 14:00:00,ISSUE,SKU003,B0184,L003,1,O03522,
M003697,D003697,2026-08-22 14:00:00,ISSUE,SKU004,B0185,L004,1,O03523,
M003698,D003698,2026-08-22 14:00:00,ISSUE,SKU005,B0186,L005,6,O03524,
M003699,D003699,2026-08-22 14:00:00,ISSUE,SKU020,B0177,L020,1,O03525,
M003700,D003700,2026-08-22 14:00:00,ISSUE,SKU021,B0148,L021,5,O03526,
M003701,D003701,2026-08-22 14:00:00,ISSUE,SKU028,B0151,L028,5,O03527,
M003702,D003702,2026-08-23 14:00:00,ISSUE,SKU001,B0182,L001,4,O03528,
M003703,D003703,2026-08-23 14:00:00,ISSUE,SKU003,B0184,L003,3,O03529,
M003704,D003704,2026-08-23 14:00:00,ISSUE,SKU004,B0185,L004,4,O03530,
M003705,D003705,2026-08-23 14:00:00,ISSUE,SKU005,B0186,L005,3,O03531,
M003706,D003706,2026-08-23 14:00:00,ISSUE,SKU008,B0086,L008,2,O03532,
M003707,D003707,2026-08-23 14:00:00,ISSUE,SKU013,B0115,L013,5,O03533,
M003708,D003708,2026-08-23 14:00:00,ISSUE,SKU016,B0173,L016,5,O03534,
M003709,D003709,2026-08-23 14:00:00,ISSUE,SKU020,B0177,L020,2,O03535,
M003710,D003710,2026-08-23 14:00:00,ISSUE,SKU024,B0134,L024,2,O03536,
M003711,D003711,2026-08-23 14:00:00,ISSUE,SKU025,B0135,L025,2,O03537,
M003712,D003712,2026-08-23 14:00:00,ISSUE,SKU002,B0183,L002,1,O03538,
M003713,D003713,2026-08-23 14:00:00,ISSUE,SKU003,B0184,L003,4,O03539,
M003714,D003714,2026-08-23 14:00:00,ISSUE,SKU004,B0185,L004,5,O03540,
M003715,D003715,2026-08-23 14:00:00,ISSUE,SKU006,B0187,L006,6,O03541,
M003716,D003716,2026-08-23 14:00:00,ISSUE,SKU008,B0086,L008,3,O03542,
M003717,D003717,2026-08-23 14:00:00,ISSUE,SKU017,B0132,L017,6,O03543,
M003718,D003718,2026-08-23 14:00:00,ISSUE,SKU021,B0148,L021,3,O03544,
M003719,D003719,2026-08-23 14:00:00,ISSUE,SKU024,B0134,L024,5,O03545,
M003720,D003720,2026-08-23 14:00:00,ISSUE,SKU025,B0135,L025,6,O03546,
M003721,D003721,2026-08-23 14:00:00,ISSUE,SKU001,B0182,L001,5,O03547,
M003722,D003722,2026-08-23 14:00:00,ISSUE,SKU002,B0183,L002,3,O03548,
M003723,D003723,2026-08-23 14:00:00,ISSUE,SKU003,B0184,L003,3,O03549,
M003724,D003724,2026-08-23 14:00:00,ISSUE,SKU004,B0185,L004,5,O03550,
M003725,D003725,2026-08-23 14:00:00,ISSUE,SKU006,B0187,L006,6,O03551,
M003726,D003726,2026-08-23 14:00:00,ISSUE,SKU009,B0189,L009,2,O03552,
M003727,D003727,2026-08-23 14:00:00,ISSUE,SKU011,B0066,L011,5,O03553,
M003728,D003728,2026-08-23 14:00:00,ISSUE,SKU012,B0171,L012,3,O03554,
M003729,D003729,2026-08-23 14:00:00,ISSUE,SKU015,B0146,L015,2,O03555,
M003730,D003730,2026-08-23 14:00:00,ISSUE,SKU015,B0160,L015,4,O03555,
M003731,D003731,2026-08-23 14:00:00,ISSUE,SKU022,B0162,L022,6,O03556,
M003732,D003732,2026-08-23 14:00:00,ISSUE,SKU023,B0149,L023,3,O03557,
M003733,D003733,2026-08-23 14:00:00,ISSUE,SKU001,B0182,L001,7,O03558,
M003734,D003734,2026-08-23 14:00:00,ISSUE,SKU002,B0183,L002,2,O03559,
M003735,D003735,2026-08-23 14:00:00,ISSUE,SKU003,B0184,L003,4,O03560,
M003736,D003736,2026-08-23 14:00:00,ISSUE,SKU004,B0185,L004,5,O03561,
M003737,D003737,2026-08-23 14:00:00,ISSUE,SKU005,B0186,L005,4,O03562,
M003738,D003738,2026-08-23 14:00:00,ISSUE,SKU006,B0187,L006,7,O03563,
M003739,D003739,2026-08-23 14:00:00,ISSUE,SKU011,B0066,L011,2,O03564,
M003740,D003740,2026-08-23 14:00:00,ISSUE,SKU012,B0171,L012,5,O03565,
M003741,D003741,2026-08-23 14:00:00,ISSUE,SKU013,B0115,L013,4,O03566,
M003742,D003742,2026-08-23 14:00:00,ISSUE,SKU014,B0190,L014,5,O03567,
M003743,D003743,2026-08-23 14:00:00,ISSUE,SKU016,B0173,L016,7,O03568,
M003744,D003744,2026-08-23 14:00:00,ISSUE,SKU017,B0132,L017,9,O03569,
M003745,D003745,2026-08-23 14:00:00,ISSUE,SKU029,B0029,L029,9,O03570,
M003746,D003746,2026-08-23 14:00:00,ISSUE,SKU001,B0182,L001,5,O03571,
M003747,D003747,2026-08-23 14:00:00,ISSUE,SKU002,B0183,L002,1,O03572,
M003748,D003748,2026-08-23 14:00:00,ISSUE,SKU004,B0185,L004,1,O03573,
M003749,D003749,2026-08-23 14:00:00,ISSUE,SKU008,B0086,L008,4,O03574,
M003750,D003750,2026-08-23 14:00:00,ISSUE,SKU014,B0190,L014,4,O03575,
M003751,D003751,2026-08-23 14:00:00,ISSUE,SKU017,B0132,L017,4,O03576,
M003752,D003752,2026-08-23 14:00:00,ISSUE,SKU019,B0176,L019,5,O03577,
M003753,D003753,2026-08-23 14:00:00,ISSUE,SKU022,B0162,L022,6,O03578,
M003754,D003754,2026-08-23 14:00:00,ISSUE,SKU023,B0149,L023,4,O03579,
M003755,D003755,2026-08-23 14:00:00,ISSUE,SKU027,B0150,L027,6,O03580,
M003756,D003756,2026-08-24 14:00:00,ISSUE,SKU004,B0185,L004,2,O03581,
M003757,D003757,2026-08-24 14:00:00,ISSUE,SKU006,B0187,L006,1,O03582,
M003758,D003758,2026-08-24 14:00:00,ISSUE,SKU008,B0086,L008,4,O03583,
M003759,D003759,2026-08-24 14:00:00,ISSUE,SKU012,B0171,L012,2,O03584,
M003760,D003760,2026-08-24 14:00:00,ISSUE,SKU015,B0160,L015,2,O03585,
M003761,D003761,2026-08-24 14:00:00,ISSUE,SKU016,B0173,L016,3,O03586,
M003762,D003762,2026-08-24 14:00:00,ISSUE,SKU021,B0148,L021,2,O03587,
M003763,D003763,2026-08-24 14:00:00,ISSUE,SKU022,B0162,L022,4,O03588,
M003764,D003764,2026-08-24 14:00:00,ISSUE,SKU001,B0182,L001,1,O03589,
M003765,D003765,2026-08-24 14:00:00,ISSUE,SKU002,B0183,L002,2,O03590,
M003766,D003766,2026-08-24 14:00:00,ISSUE,SKU004,B0185,L004,1,O03591,
M003767,D003767,2026-08-24 14:00:00,ISSUE,SKU005,B0186,L005,1,O03592,
M003768,D003768,2026-08-24 14:00:00,ISSUE,SKU007,B0114,L007,4,O03593,
M003769,D003769,2026-08-24 14:00:00,ISSUE,SKU015,B0160,L015,4,O03594,
M003770,D003770,2026-08-24 14:00:00,ISSUE,SKU016,B0173,L016,5,O03595,
M003771,D003771,2026-08-24 14:00:00,ISSUE,SKU019,B0176,L019,4,O03596,
M003772,D003772,2026-08-24 14:00:00,ISSUE,SKU020,B0177,L020,1,O03597,
M003773,D003773,2026-08-24 14:00:00,ISSUE,SKU024,B0134,L024,1,O03598,
M003774,D003774,2026-08-24 14:00:00,ISSUE,SKU025,B0135,L025,2,O03599,
M003775,D003775,2026-08-24 14:00:00,ISSUE,SKU002,B0183,L002,5,O03600,
M003776,D003776,2026-08-24 14:00:00,ISSUE,SKU003,B0184,L003,5,O03601,
M003777,D003777,2026-08-24 14:00:00,ISSUE,SKU005,B0186,L005,2,O03602,
M003778,D003778,2026-08-24 14:00:00,ISSUE,SKU006,B0187,L006,4,O03603,
M003779,D003779,2026-08-24 14:00:00,ISSUE,SKU008,B0086,L008,1,O03604,
M003780,D003780,2026-08-24 14:00:00,ISSUE,SKU015,B0160,L015,1,O03605,
M003781,D003781,2026-08-24 14:00:00,ISSUE,SKU020,B0177,L020,2,O03606,
M003782,D003782,2026-08-24 14:00:00,ISSUE,SKU021,B0148,L021,3,O03607,
M003783,D003783,2026-08-24 14:00:00,ISSUE,SKU021,B0161,L021,1,O03607,
M003784,D003784,2026-08-24 14:00:00,ISSUE,SKU028,B0151,L028,2,O03608,
M003785,D003785,2026-08-24 14:00:00,ISSUE,SKU001,B0182,L001,4,O03609,
M003786,D003786,2026-08-24 14:00:00,ISSUE,SKU004,B0185,L004,3,O03610,
M003787,D003787,2026-08-24 14:00:00,ISSUE,SKU005,B0186,L005,3,O03611,
M003788,D003788,2026-08-24 14:00:00,ISSUE,SKU009,B0189,L009,7,O03612,
M003789,D003789,2026-08-24 14:00:00,ISSUE,SKU011,B0066,L011,4,O03613,
M003790,D003790,2026-08-24 14:00:00,ISSUE,SKU014,B0190,L014,4,O03614,
M003791,D003791,2026-08-24 14:00:00,ISSUE,SKU017,B0132,L017,1,O03615,
M003792,D003792,2026-08-24 14:00:00,ISSUE,SKU026,B0136,L026,1,O03616,
M003793,D003793,2026-08-24 14:00:00,ISSUE,SKU002,B0183,L002,2,O03617,
M003794,D003794,2026-08-24 14:00:00,ISSUE,SKU003,B0184,L003,2,O03618,
M003795,D003795,2026-08-24 14:00:00,ISSUE,SKU014,B0190,L014,3,O03620,
M003796,D003796,2026-08-24 14:00:00,ISSUE,SKU016,B0173,L016,4,O03621,
M003797,D003797,2026-08-24 14:00:00,ISSUE,SKU020,B0177,L020,3,O03622,
M003798,D003798,2026-08-24 14:00:00,ISSUE,SKU028,B0151,L028,4,O03623,
M003799,D003799,2026-08-25 08:00:00,RECEIPT,SKU001,B0194,L001,90,,R0164
M003800,D003800,2026-08-25 08:00:00,RECEIPT,SKU003,B0195,L003,73,,R0165
M003801,D003801,2026-08-25 08:00:00,RECEIPT,SKU004,B0196,L004,69,,R0166
M003802,D003802,2026-08-25 08:00:00,RECEIPT,SKU005,B0197,L005,75,,R0167
M003803,D003803,2026-08-25 08:00:00,RECEIPT,SKU006,B0198,L006,96,,R0168
M003804,D003804,2026-08-25 08:00:00,RECEIPT,SKU011,B0199,L011,88,,R0169
M003805,D003805,2026-08-25 08:00:00,RECEIPT,SKU015,B0200,L015,63,,R0170
